0.39431146;0.37830266;0.38569063;0.4132089
0.3851177;0.37186387;0.3727404;0.41181883
0.376641;0.3649528;0.36399367;0.4022335
0.35723186;0.34513023;0.3481031;0.37843397
0.38148043;0.3660035;0.36586165;0.403
0.35820216;0.34797454;0.3471619;0.3835661
0.36617947;0.357148;0.35980916;0.38750845
0.3485576;0.3400905;0.33530828;0.37033868
0.3130704;0.30180237;0.30084342;0.32961434
0.39379;0.38082013;0.37911284;0.4198286
0.39156443;0.37995958;0.37921163;0.41669166
0.3441049;0.32798222;0.32816547;0.3626008
0.36291856;0.34813738;0.34794968;0.38090003
0.3531679;0.33944035;0.33923942;0.37526196
0.3440128;0.33211982;0.33319807;0.36683416
0.3790807;0.3650628;0.36543936;0.4047046
0.3648926;0.35066223;0.35471088;0.38464445
0.32989216;0.31801367;0.31926352;0.35460088
0.30713314;0.2975907;0.29822183;0.32798132
0.36825773;0.35670108;0.3549641;0.38991582
0.378384;0.360969;0.3692401;0.40046167
0.41340685;0.396754;0.40426284;0.43421513
0.38225287;0.36619702;0.36535755;0.40400216
0.37706664;0.36075348;0.3664852;0.39818376
0.34248793;0.33346963;0.3319106;0.3624736
0.37033987;0.35638744;0.36154175;0.39367762
0.34742874;0.3367255;0.33194497;0.37395227
0.31423998;0.30714005;0.30755934;0.33673355
0.33122993;0.31811148;0.31711048;0.35110202
0.3658784;0.35246095;0.35455412;0.3864767
