0.036814034;0.08336459;0.039662063;0.0545858
0.036330536;0.10646024;0.010696217;0.023850441
0.03572786;0.09502274;0.024041682;0.039409697
0.04407969;0.09972769;0.016200453;0.013088405
0.045452178;0.1012471;0.009023115;0.040878072
0.036251023;0.11431609;0.02397941;0.039662972
0.027008176;0.08569515;0.047364265;0.02578877
0.03553407;0.10223;0.03179027;0.047132492
0.037901312;0.11251931;0.010080755;0.042130664
0.013451979;0.14060542;0.010695472;0.050870344
0.02009599;0.12177175;0.01730001;0.056048602
0.035293832;0.0962646;0.016349658;0.039181024
0.028543502;0.09452756;0.016318217;0.0229249
0.026945367;0.09078084;0.016769812;0.04768829
0.035571188;0.09098518;0.016335621;0.04718235
0.059578538;0.11223458;0.023991063;0.055335984
0.05926341;0.10202433;0.039601207;0.06273624
0.027829066;0.107859686;0.009403989;0.047597423
0.028075606;0.11222313;0.031773612;0.039326236
0.035907894;0.077834815;0.03967282;0.024109274
0.01997137;0.11367321;0.031766206;0.06309311
0.027134314;0.08325477;0.06288889;0.030519262
0.027540028;0.12840118;0.04084511;0.062929526
0.050924495;0.07762092;0.00586839;0.031849235
0.027934045;0.09542568;0.039604053;0.054914102
0.032404304;0.061720535;0.039767683;0.03232205
0.031211525;0.08126469;0.032087058;0.03924769
0.034589753;0.09343527;0.016525611;0.014972761
0.029030263;0.10960379;0.01705955;0.024276048
0.0669643;0.07512371;0.03979285;0.03956513
