8.907761;8.901698;9.222533;8.671257;8.269795;9.118118;10.105609
8.588256;9.150274;8.733041;9.00877;9.714357;8.915988;8.830825
9.163575;8.808984;9.269054;9.351648;9.495081;8.364101;8.0301895
8.900103;9.189152;9.432355;9.43092;9.257344;8.36414;9.188376
8.658823;8.715164;8.888515;8.898708;8.40814;8.729437;8.185608
8.673072;8.762127;8.880716;8.546741;9.453639;8.387432;8.628685
8.394619;7.8058577;8.328574;8.724108;9.029875;9.079265;8.348911
8.307145;8.373776;9.471249;8.2748375;8.467682;9.195855;8.675434
8.36351;9.165827;9.45615;8.731931;8.682782;8.270865;9.9889965
9.379938;9.065344;8.383242;7.8115683;7.995908;8.542892;9.413794
8.447981;9.888707;8.826309;8.483641;8.649378;9.0015135;8.170129
8.999482;8.855825;7.7301455;8.750229;9.201312;7.93657;8.10017
9.333061;8.412128;8.336486;9.752623;8.947615;8.978247;8.916286
8.50996;8.614082;8.8575535;9.906387;9.364666;9.048134;8.411146
8.503798;8.730364;8.989659;9.132237;8.792597;9.3046875;7.6804132
8.837084;9.1505375;7.7535453;8.641138;8.447765;7.8899527;8.768672
9.849063;7.999795;8.297803;8.26439;8.731268;7.905546;8.924051
9.5127735;8.68392;8.865356;9.191644;8.765989;9.265788;9.693619
8.541501;9.290408;9.113739;8.163864;9.625491;9.483444;9.064007
8.106293;8.800676;8.93511;8.388293;8.25443;9.794345;8.737533
8.557692;9.25138;9.106222;8.9101095;8.530837;9.017093;8.278952
8.540968;8.607001;9.207136;8.542263;9.447086;8.535139;8.62869
8.759241;8.714903;8.072335;8.765862;8.490801;8.364114;8.644212
9.637102;8.172193;9.416676;8.919867;8.513695;8.589583;8.030146
7.500388;9.35274;9.1993685;9.573132;8.2373905;8.744979;8.729749
8.028138;8.8488;8.297256;9.351959;9.36709;9.491233;8.830774
8.216181;8.824936;8.374873;8.935087;8.756218;7.8588514;8.030208
8.207568;8.373423;8.328682;9.131105;8.319787;9.429033;9.009626
8.883391;8.163565;9.121477;8.940353;8.9411335;9.195826;8.776493
8.347826;8.349681;9.580183;9.599219;8.856911;8.581768;8.652033
