9.968267;10.12295;9.9652;10.103581;9.519514;9.600958;8.7420845
9.641868;9.680304;10.5857725;9.49654;10.296987;9.5856695;8.757403
9.673004;9.734877;9.9473095;9.979437;9.884444;9.624459;8.936388
9.8520565;10.232195;10.322138;10.079205;10.700882;9.9198265;10.1409645
8.280658;9.742769;10.516733;9.784166;9.363714;9.577643;9.8615265
10.107858;9.299512;10.104486;9.745443;9.713695;10.176525;9.527306
10.589233;9.664806;10.531594;10.289212;8.842998;8.777007;9.744779
9.851899;9.726835;9.909897;9.442272;8.493237;8.761332;9.877039
10.54995;10.347887;9.793867;9.240694;9.426142;9.259324;9.752518
9.555885;9.796213;10.259922;9.443025;9.021517;9.32122;8.563291
9.214401;9.517001;9.956067;9.5211315;10.257835;9.65567;8.539913
10.20859;10.053691;9.832387;10.707848;9.589402;9.313593;9.146408
10.185206;10.271275;11.301527;9.855171;11.500809;9.507925;10.2266
9.695534;9.921558;9.855817;9.325965;9.612438;8.567253;8.058009
9.851708;9.587179;10.857851;10.373896;8.6176195;9.476738;9.5813675
9.532669;10.69763;9.8326;10.313543;10.335416;10.168642;9.526787
8.964942;10.007178;10.089648;9.885178;9.138529;9.0644865;9.115252
9.166413;9.439502;10.267477;9.653155;9.293875;8.74617;9.908155
9.369821;9.945031;9.79417;9.4811535;9.713685;9.337095;9.068474
9.245207;9.252869;10.104462;9.963159;9.045113;9.072506;8.889579
9.609637;10.216667;10.282754;9.924908;10.04005;9.189173;10.117833
10.535946;10.986704;10.888245;10.251592;9.573679;8.909327;9.573593
9.385427;8.855843;9.513422;9.822865;9.822659;9.764156;9.138614
9.213395;10.076912;9.942167;10.165838;9.286022;8.940432;9.737177
8.942082;10.286686;9.366153;9.925152;9.091789;9.554382;9.760388
9.338063;10.604198;9.483145;8.899044;9.659261;8.730581;8.5712385
9.851479;11.187082;9.552908;9.474226;9.791221;9.663378;9.612499
9.292107;10.16178;9.51432;10.158445;9.316923;8.807949;8.921007
9.757833;9.851053;9.242176;9.582525;9.2781;9.13474;9.736502
11.459023;9.758203;9.840397;10.453716;10.070951;10.743576;9.74498
